台北君悅酒店 漂亮廣式海鮮餐廳 Pearl Liang Cantonese Restaurant,,110台灣台北市信義區松壽路2號,臺北市,信義區,25.0350398,121.562967,"星期一: 11:30 – 14:00, 18:00 – 21:00,星期二: 11:30 – 14:00, 18:00 – 21:00,星期三: 11:30 – 14:00, 18:00 – 21:00,星期四: 11:30 – 14:00, 18:00 – 21:00,星期五: 11:30 – 14:00, 18:00 – 21:30,星期六: 11:30 – 14:00, 18:00 – 21:30,星期日: 11:30 – 14:00, 18:00 – 21:00",,02 2720 1230,https://maps.google.com/?cid=11591921626083141194,1
the Diner 樂子信義旗艦店,,110台灣台北市信義區松壽路12號,臺北市,信義區,25.035347,121.5660706,"星期一: 10:00 – 15:00, 17:00 – 21:00,星期二: 10:00 – 15:00, 17:00 – 21:00,星期三: 10:00 – 15:00, 17:00 – 21:00,星期四: 10:00 – 15:00, 17:00 – 21:00,星期五: 09:00 – 15:00, 17:00 – 21:00,星期六: 09:00 – 15:00, 17:00 – 21:00,星期日: 09:00 – 15:00, 17:00 – 21:00",,02 7737 5055,https://maps.google.com/?cid=11761449697884804652,1
吉比鮮釀餐廳 - 敦北店,,105台灣台北市松山區敦化北路102號,臺北市,松山區,25.0533476,121.5484489,"星期一: 11:00 – 22:00,星期二: 11:00 – 22:00,星期三: 11:00 – 22:00,星期四: 11:00 – 22:00,星期五: 11:00 – 22:00,星期六: 11:00 – 22:00,星期日: 11:00 – 22:00",,02 2713 5288,https://maps.google.com/?cid=6463886454172416968,1
大亨餐酒館 Rich Restaurant,,104台灣台北市中山區天津街63 號1 樓,臺北市,中山區,25.0516192,121.5235351,"星期一: 11:30 – 14:00, 17:30 – 22:00,星期二: 11:30 – 14:00, 17:30 – 22:00,星期三: 11:30 – 14:00, 17:30 – 22:00,星期四: 11:30 – 14:00, 17:30 – 22:00,星期五: 11:30 – 14:00, 17:30 – 22:00,星期六: 11:30 – 14:00, 17:30 – 22:00,星期日: 休息",,02 2542 3388,https://maps.google.com/?cid=12110323172369262295,1
台北君悅酒店 雲錦中餐廳 Yun Jin Chinese Restaurant,,110台灣台北市信義區松壽路2號2樓,臺北市,信義區,25.0351749,121.5622935,"星期一: 11:30 – 14:00, 18:00 – 21:00,星期二: 11:30 – 14:00, 18:00 – 21:00,星期三: 11:30 – 14:00, 18:00 – 21:00,星期四: 11:30 – 14:00, 18:00 – 21:00,星期五: 11:30 – 14:00, 18:00 – 21:30,星期六: 11:30 – 14:00, 18:00 – 21:30,星期日: 11:30 – 14:00, 18:00 – 21:00",,02 2720 1230,https://maps.google.com/?cid=18041038500229980517,1
維傑 印度餐廳,,104台灣台北市中山區復興北路432號1樓,臺北市,中山區,25.063427,121.5440765,"星期一: 11:30 – 14:30, 17:30 – 21:30,星期二: 休息,星期三: 11:30 – 14:30, 17:30 – 21:30,星期四: 11:30 – 14:30, 17:30 – 21:30,星期五: 11:30 – 14:30, 17:30 – 21:30,星期六: 11:30 – 14:30, 17:30 – 21:30,星期日: 11:30 – 14:30, 17:30 – 21:30",,0918 222 165,https://maps.google.com/?cid=4928236916888895162,1
水礦 Restaurant & Cafe,,106台灣台北市大安區大安路一段19巷4號1樓,臺北市,大安區,25.0443979,121.5463971,"星期一: 休息,星期二: 休息,星期三: 11:30 – 15:00, 17:00 – 22:00,星期四: 11:30 – 15:00, 17:00 – 22:00,星期五: 11:30 – 15:00, 17:00 – 22:00,星期六: 11:30 – 22:00,星期日: 11:30 – 21:00",,0908 790 805,https://maps.google.com/?cid=6318746472679537218,1
Nola Kitchen 紐澳良小廚,,110台灣台北市信義區信義路五段150巷14弄16號,臺北市,信義區,25.0284295,121.5697869,"星期一: 11:30 – 22:00,星期二: 11:30 – 22:00,星期三: 11:30 – 22:00,星期四: 11:30 – 22:00,星期五: 11:30 – 22:00,星期六: 10:00 – 22:00,星期日: 10:00 – 22:00",,02 2722 7662,https://maps.google.com/?cid=15764652605154569663,1
logy,,106台灣台北市大安區安和路一段109巷6號1F,臺北市,大安區,25.0356414,121.5532393,"星期一: 休息,星期二: 休息,星期三: 17:30 – 22:30,星期四: 12:00 – 15:00, 17:30 – 22:30,星期五: 12:00 – 15:00, 17:30 – 22:30,星期六: 12:00 – 15:00, 17:30 – 22:30,星期日: 12:00 – 15:00, 17:30 – 22:30",,,https://maps.google.com/?cid=14823734608323512063,1
茂園餐廳,,104台灣台北市中山區長安東路二段185號,臺北市,中山區,25.048428,121.5426365,"星期一: 休息,星期二: 11:30 – 14:00, 17:30 – 20:30,星期三: 11:30 – 14:00, 17:30 – 20:30,星期四: 11:30 – 14:00, 17:30 – 20:30,星期五: 11:30 – 14:00, 17:30 – 20:30,星期六: 11:30 – 14:00, 17:30 – 20:30,星期日: 11:30 – 14:00, 17:30 – 20:30",,02 2752 8587,https://maps.google.com/?cid=2252199126641455608,1
